Settlement ID,Name,Easting,Northing,Elevation,Population,Net_Name,Net_ID,Net_Influence,Tax_neutral,Tax_Network,Water,Food,Grain,Wine,Timber,Gold,Silver,Copper,Tin,Obsidian,Lead,Slaves,Goats,Sheep,Luxury Items,Is_A_City,Model_Reference,Description
258,Kolone,41.125,29.375,0,30,Independent,0,0,2.519,0.667,20,2,86,84,5,8,10,36,27,11,22,2,45,15,36,1,basic,You find yourself at the promotory of Kolone at the opening of the Euxine sea!  You have passed the briny key of the Euxine and can head east past Greek lands. Sources: Eur. Med. 205
261,Lake Triton,33.437522,8.531639,0,88,Independent,0,0,6.186,2.42,44,18,86,15,8,5,7,27,27,13,7,13,43,15,39,1,basic,"Welcome to the great salt lake of Triton, in ancient Libya!  Pausanias says that Athena herself was reared beside a river named Triton, but it is unknown if it is the river that flows from this lake to the Libyan sea or another!  Sources: Eur. Ion 859; Paus. 9.33"
269,Liguria,44.226565,9.235708,0,31,Independent,0,0,4.472,6.465,91,82,97,67,99,45,2,3,4,40,22,16,12,82,30,1,basic,"You have come to the ancient region of Liguria on the northern part of the Italian penninsula before you reach the Celts in Gauls. Home of the mercantile city of Genoa, Strabo says the Alps and Apennines rise beginning here (Strabo 4.6).  Trade with the local Ligurian people!"
274,Lyra,41.471188,31.760908,0,43,Independent,0,0,4.721,1.487,40,53,50,67,9,7,7,48,32,9,25,12,43,34,86,1,basic,"Here Orpheus dedicated his lyre to pay honor to the tomb of Sthenelus, while the rest of the crew poured out drink offerings to him and sacrificed sheep as victims.  In this place you have built an altar to Apollo, saviour of ships, and burnt thigh bones.  Stock up on water before you set sail again, and avoid losing crew!"
289,Mysia,40.614722,29.708333,0,38,Independent,0,0,0.064,0.505,4,99,45,37,8,9,11,16,39,6,13,19,50,77,68,1,basic,Welcome to Mysia in ancient Anatolia!  The Caicus river flows through the best land of this region of Mysia. Sophocles told a grand story about this place! Sources: Strab. 8.3; 13.4; Sophocles Mysians
301,Olenos,38.153707,21.640599,0,87,Independent,0,0,4.02,4.079,74,32,10,27,2,8,4,8,1,10,40,2,90,85,10,1,basic,"You have arrived at Olenos on the river Peirus, in the region of Achaea in the Pelopponese.  The local king of this small town has received Heracles and entertained him in his court before!  Sources: Plin. Nat. 10.26; Paus. 7.18.1"
304,Opus,38.702056,22.902374,0,40,Independent,0,0,3.465,4.006,93,49,9,43,9,0,6,11,39,9,57,1,80,63,88,1,basic,"Welcome to Opus, the metropolis of the Epicnemidian Locrians, in Locris, Central Greece.  In Opus, this largest city in Locris, there stands an inscription on the first of the five pillars in the neighborhood of Thermopylae, near the Polyandrium. You can read that ""Opoeis, metropolis of the Locrians of righteous laws, mourns for these who perished in defence of Greece against the Medes."" Sources: Strabo 9.2, 9.4"
309,Pagasae,39.342582,22.971268,0,30,Independent,0,0,3.311,2.716,60,74,76,47,55,0,8,17,5,0,26,9,67,31,22,1,basic,"Welcome to the bustling port of Pagasae in the region of Magnesia, Thessaly in Central Greece!  People here are still buzzing with the news of the quest of Jason and the Argonauts, which has just set off for the Golden Fleece in far eastern Colchis with the great Argo, constructed here.  This city was subdued by king Philip II of Macedon between 353-352 BCE, many years ago! Sources: Strabo 9.5; Diod. 16.31.6"
310,Pallene,39.983262,23.643718,0,64,Independent,0,0,4.666,1.118,66,83,4,1,0,2,7,20,24,13,73,9,5,12,51,1,basic,"Welcome to Pallene on the westernmost of the three headlands of Chalcidice that project into the Aegean Sea!  This headland ""has an isthmus 5 stadia in width, with a ditch cut across it.""  Strabo says this land ""was formerly called Phlegra, and was inhabited by the fabulous giants, an impious and lawless race, who were destroyed by Hercules."" Sources: Pleiades; Strab. 7.fragments"
311,Paphlagonia,41,33,0,83,Independent,0,0,0.254,0.104,69,9,80,84,2,7,7,9,45,14,94,14,92,98,73,1,basic,"Welcome to the region of Paphlagonia in northern ancient Anatolia on the Euxine sea! You will need good negotiating skills here, as Pliny the Elder says ""In all this district there are, it is said, only three races that can rightly be termed Greeks, the Dorians, the Ionians, and the Aeolians, all the rest being of barbarian origin,"" who do not speak Greek! Sources: Strab. 12.3; Strab. 7.4; Plin. Nat. 6.2"
316,Parthenius,41.631435,32.336859,0,73,Independent,0,0,4.347,1.326,53,20,33,39,9,6,7,30,30,9,27,18,16,89,54,1,basic,"You have arrived at the bustling Portus of Parthenius in Paphlagonia in northern ancient Anatolia on the Euxine sea.  The river flows north through flowery districts, bringing fresh goods to the market at the port!  Sources: Hom. Il. 2.840; Strab. 12.3"
317,Peiresiae,39.498523,22.152114,0,10,Independent,0,0,5.568,3.786,88,21,97,37,99,4,3,32,14,14,55,14,46,77,91,1,basic,"Welcome to Peiresiae near the junction of the Apidanus and Enipeus in Thessaly, Central Greece!  This city is said to be the same the Homer referenced as ""Asterium and the white crests of Titanus."" This city is said to lie on a white rocky hill in an area with white soil!  Sources:  Smith 1854, Homer Ill. II. 2.735; Strab. 9.5"
319,Pelion,39.25,23.25,0,29,Independent,0,0,5.087,2.476,92,77,99,23,8,4,8,39,3,8,71,7,43,66,13,1,basic,"Behold the crags of Pelion towering above this port in Thessaly, Central Greece! If you pass from here to north, you will reach the Tomb of Dolops, but first stock up on water and give rest for your crew.  Pelion can drive storm clouds and thunderings into the sea, so hold fast (Hdt. 8.12)!"
321,Peloponnesus,37.47137,22.218017,0,61,Independent,0,0,5.046,3.038,77,10,9,91,3,3,4,15,49,9,58,9,21,96,37,1,basic,"You have found a small port on the peninsula of the Peloponnesus in southern Greece.   This was the land of the Peloponnesian war from 431-404 BCE, and all of the cities in this region joined Alexander against the Persians except for Sparta."
326,Pherae,39.3829,22.7372,0,30,Independent,0,0,0.09,0.11,58,91,82,52,75,3,7,25,42,9,69,19,53,88,26,1,basic,"The bustling port of Pherae in Pelasgiotis, Thessaly, Central Greece spreads out before you!  This prosperous city also has controlled the port of Pagassae, and passed under the rule of a number of tyrants and leaders for the last two hundred years from Lycophron to Macedonian rulers.  Sources: Diod. 15.61.5; Liv. 36 8"
331,Phthia,38.867894,22.633767,0,57,Independent,0,0,0.204,0.202,53,97,78,33,9,6,8,49,48,4,71,19,55,25,10,1,basic,"Welcome to deep-soiled Phthia, mother of flocks!  You are in Phthia, Phthiotis in Thessaly, Central Greece on the west side of the Bay of Pagassae.  Stock up on good food and materials while you are here.  Sources: Hom. Il. 1.155, Hom. Il. 2.683, Hom. Il. 9.484; Strab. 9.5"
332,Phylace,39.251,22.58,0,88,Independent,0,0,7.91,2.28,51,95,84,41,1,5,8,28,46,4,29,21,2,70,26,1,basic,"You are in the port of Phylace in Magnesia, Thessaly, Central Greece.  The famed king Protesilaus of Phylace was the first of the Achaeans to dies in the Trojan war.  ""His wife, her two cheeks torn in wailing, was left in Phylace and his house but half established,"" as he had just begun to build his life before the war began!  Sources: Hom. Il. 2.695"
334,Pieria,40.130028,22.424793,0,93,Independent,0,0,5.383,8.921,18,77,36,6,99,7,8,29,32,8,71,3,99,3,74,1,basic,"You have arrived in Pieria in the region of Macedonia! Welcome to land of the muses, the native land of song.  This land inspires the greatest songs of our times!  Sources: Apollod. 1.3; Hom. Il. 14.226"
340,Pylos,37.028,21.695,0,20,Independent,0,0,0.097,0.517,46,10,70,25,0,0,9,22,28,2,30,6,67,4,12,1,basic,"Welcome to Pylos on the promontory of Coryphasium in the region of Messenia in the peloponnese!  This city contains the sanctuary of Athena Coryphasia, and locals say there is a house called the house of the mythical Nestor, in which there is a painting of him. You can also see his tomb in the city, and cave inside the town, in which it is said that the cattle belonging to Nestor and even to Neleus were kept! Sources: Paus. 4.36"
342,Rhebas,41.22441,29.220059,0,15,Independent,0,0,0.02,0.008,11,67,97,36,2,1,10,11,28,4,87,23,68,47,29,1,basic,"Welcome to the port of Rhebas, the first port at the west end of the Euxine Sea at the Bosporus! Buy some goods and take a break from the tireless oars! Sources: Plin. Nat. 6.1"
345,Rhone River,43.330833,4.845556,0,71,Independent,0,0,0.261,0.107,25,81,96,21,3,3,8,21,0,3,66,9,53,61,28,0,basic,This is the Rhone River!
346,Rhyndakos,40.393339,28.511438,0,32,Independent,0,0,0.169,0.07,44,32,71,71,55,9,8,48,47,2,28,11,85,0,62,1,basic,"You have reached the dock at the mouth of the river Rhyndakos, in northern ancient Anatolia!  Strabo says this river has its origin in the region of Azanitis.  The little island of to the north is called Besbicos (Plin. Nat. 5.44), and it provides a lovely view as you pass! Watch your crew closely here, as Metrodorus says there are serpants in this area large enough to swallow stags and bulls!  Sources: Strab. 12.8; Plin. Nat. 8.14"
349,River Callichorus,41.40796,31.68197,0,87,Independent,0,0,1.134,0.954,3,69,44,12,6,1,7,8,42,6,19,22,44,28,52,1,basic,"Welcome to the port at the Callichorus river in the region of Paphlagonia in northern ancient Anatolia on the Euxine Sea! Ammianus Marcellinus says that this river ""owes its name to the fact that Bacchus, when he had after three years vanquished the peoples of India, returned to those regions, and on the green and shady banks of that river renewed the former orgies and dances; some think that this kind of festival was also called trieterica.""  Sources: Plin. Nat. 6.1; Amm. 22.8"
350,River Halys,41.67676,35.929529,0,16,Independent,0,0,5.982,1.256,16,3,84,4,5,4,10,37,24,11,9,14,8,60,69,1,basic,"Welcome to the port at the Halys river between Paphlagonia and Pontus in northern ancient Anatolia.  Strabo says it was named for the nearby hales, salt mines.  Pliny the Elder says that our river ""runs from the foot of Mount Taurus through Cataonia and Cappadocia.""  It has often in history marked an important point for armies to cross.  Strabo says that this region is a good source of timber, especially maple and mountain nut trees from which tables are cut!  The region is also full of olive cultivation!  Sources: Hdt. 1.6, 1.75, 5.52; Aesch. Pers. 864; Plin. Nat. 6.2; Strab. 12.3.12"
359,Sangarius,41.1264,30.6489,0,14,Independent,0,0,4.453,71.719,55,7,4,65,4,1,8,33,6,2,31,22,27,36,95,1,basic,"Welcome to the port at the mouth of the Sangarius river in Bithynia, flowing from here into ancient Phrygia. You can trade for goods that have travelled up the river in this village at the port. Sources: Liv. 38.18.8.1; Strabo 12.3.7; Hom. Il. 3.187, 16.719"
360,Scylla,38.245833,15.6325,0,26,Independent,0,0,1.071,0.301,62,27,6,54,6,7,4,12,5,10,54,9,98,13,17,0,basic,This is the Scylla!
363,Sesamus,41.733853,32.397308,0,43,Independent,0,0,4.977,6.025,75,73,28,93,1,0,6,39,35,3,92,5,70,11,60,1,basic,"Welcome to the port of Sesamus, in the region of Paphlagonia in ancient Anatolia!  This city is now called Amastris Pontus, after it was founded in the 4th century BCE by the queen of Herakleia Pontica by combining Sesamus with three other small towns.  This city was presented to Ariobarzanes of Pontus in around 265-260 BCE, and has remained under the kingdom of Pontus. Sources: Pliny the Younger Ep. 10.98"
365,Siphai,38.181242,23.036561,0,10,Independent,0,0,7.013,2.077,91,13,97,41,4,7,8,47,48,8,37,16,65,3,75,1,basic,"Come and enter the bustling port of Siphai on the Corinthian gulf in the region of Boeotia, Central Greece. Perhaps you should hire some more crewmen, the men of Siphai claim to be the best sailors! This is the homeland of your pilot Tiphys, and some even call the city Tipha because of him!  You will feel welcome in this port, and if you are lucky, you can celebrate in annual festival for Heracles at his temple.  Sources: Paus. 9.32.4; Smith 1854"
366,Skiathos,39.166667,23.483333,0,30,Independent,0,0,0.037,0.012,57,74,39,56,4,0,4,1,14,40,78,16,40,33,95,1,basic,"Welcome to the port of the island Skiathos in the Sporades islands that lie between Greece and Anatolia!  This is the first of the Sporades, and closest to the mainland region of Magnesia, Thessaly.  Philip of Macedon says he will never let this city fall to Attalus and become the prize of the Romans (Liv. 31 28), so we best trade here while we can! Sources: Hdt. 7.176; Strab. 9.5; Liv. 31 28"
368,Sparta,37.073678,22.430937,0,95,Aitolian League,2_7,0,1.55,0.888,2,11,2,93,6,9,11,45,44,0,44,10,36,15,24,1,basic,"Behold the great city of Sparta in the region of Laconia in the ancient peloponnese!  This city is well protected geographically by land and sea.  It was originally settled by Dorians around 950 BCE.  By about 545 BCE, two-fifths of the peloponnese had fallen under Spartan control, and for the next century they grew their power through diplomacy. In the last two centuries however, Sparta has lost some battles, such as at Leuktra in 371 BCE, and reduced in political influence.  It is still a grand port for trade, however!  Sources: Stillwell, et al.; Thuc. 1.10"
370,Stoechades,43.5,6,0,16,Independent,0,0,0.552,0.571,99,99,79,0,9,8,0,99,99,11,7,16,99,8,29,1,basic,"Welcome to the Stoechades islands resting just south of the far northwestern region of Gaul.  These islands are cultivated by the people of nearby Massalia, and also contain defense against pirates (Strabo 4.1.10)!  Stock up on food at port before you sail off!"
371,Syrtis,34,10.416667,0,82,Independent,0,0,3.144,1.972,99,59,34,70,6,2,1,44,18,13,11,6,34,5,92,1,basic,"Welcome to the Syrtis Minor, you can stop here and trade in Tacape, its commercial port on the northern coast of ancient Lybia!  Many pass through here from Tacape to the great Phoenician colony of Carthage, often at war with Rome.  They say that the island of the Lotus eaters lies in the area of Syrtis Minor, so mind your crew (Strabo 17.3)!"
375,Tenos,37.538,25.1617,0,50,Tenos,5_14,50,0.237,0.105,99,69,5,59,2,85,7,12,44,11,87,9,82,17,88,1,basic,"You have made port at the island of Tenos in the Cyclades, time to stock up on water and give rest to your crew.   This island is famed for abundant springs!  The island's place in the Nesiotic League and its close ties to Rhodes make it good location for trade. The temple of Poseidon here is said to be a spectacle worth seeing (Strabo)!  Sources: Stillwell, et al.; Strab. 10.5.11"
376,Thebes,38.319236,23.317355,0,90,Aitolian League,2_6_7,30,1.061,0.34,72,85,70,50,0,0,9,38,27,14,5,23,36,46,16,1,basic,"Come and enter Thebes in Boeotia, Central Greece!   This city has a rich mythology, which says it was founded by Kadmos after a visit to the oracle at Delphi.  Some also call this the birthplace of Heracles! Thebes has a long history of destruction, as it tried to conquer the region, resisted by Orchomenos, Plataiai, and Thespian in the 7th c. BCE, opposed Athens in various periods, siding with the Persians in 480 BCE and facing defeat at the hands of Athenians, and then forming different alliances over the following centuries. Take advantage of the trade while you are in this mythical and powerful city!"
380,Thermodon,41.193956,36.942498,0,88,Independent,0,0,0.237,0.94,1,81,66,13,1,5,5,19,44,5,91,3,5,19,83,1,basic,"You have found your way to the Thermadon river, and can trade with port of Themiskyra Pontus, here in the region of Pontus in Anatolia.  This minor city has many goods within its firm walls that will support your quest!  Sources: Plut. Luc. 14"
382,Thrace,42.373156,26.757202,0,91,Independent,0,0,2.131,0.883,55,73,50,87,1,4,2,3,49,7,25,2,45,2,36,1,basic,"You are sailing through the region of Thrace, which rests on the north side of the Hellespont! Homer says that the north and northwest winds blow to Greece from here.  Watch out, as he says that these winds can ""spring up of a sudden and rouse the fury of the main [pontos] - in a moment the dark waves uprear their heads and scatter their sea-wrack in all directions."" (Homer Il. 9.2)."
384,Thynia,41.119091,28.97644,0,38,Independent,0,0,0.376,0.119,64,93,92,82,0,85,89,7,7,7,72,20,30,40,69,1,basic,"Welcome to the settlement of Thynia in Thynias, get good food, water, and rest!  You are at the mouth of the Black sea! But be warned, some say the most warlike men live here (Xenophon, Anabasis 7.2.19)!"
385,Thynias,41.072222,30.161111,0,50,Independent,0,0,0.275,0.093,87,39,27,20,1,8,3,42,28,9,9,18,5,2,21,1,basic,"Welcome to the region of Thynias, get good food, water, and rest!  The well-harbored promitory is the eastern limit of Thrace (Pseudo Scymnus or Pausanias of Damascus, Circuit of the Earth 696). But be warned, some say the most warlike men live here (Xenophon, Anabasis 7.2.19)!"
386,Tisaia,39.097668,23.101959,0,20,Independent,0,0,0.255,0.06,83,21,22,20,8,1,10,19,17,1,23,16,16,14,2,1,basic,"Welcome to the small harbor of Tisaia in Magnesia, Thessaly. This harbor sits under mount Tisaion at the exit from the gulf of Pagasai out into the Aegean sea on your east!  Stock up on water and food before you head out sea. Sources: Pseudo Scylax, Periplous 67"
387,Titaresia,39.75,22.25,0,20,Independent,0,0,4.363,2.741,4,77,68,18,7,1,10,36,31,13,49,15,78,87,32,1,basic,"Welcome to the bustling port of Titaresia, in the region of Thessaly, Central Greece! This city on the river Titaresios is small but open for trade. Homer said in the Iliad that the river Titaresios ""is a branch of dread Orcus and of the river Styx"" (Hom. Il. 2.720), so watch your course!"
388,Tomb of Dolops,39.759288,22.884521,0,54,Independent,0,0,2.165,3.061,55,96,5,75,7,8,9,22,3,3,39,14,81,1,19,0,basic,This is the Tomb of Dolops!
391,Tyrrhenia,42.818775,11.31134,0,70,Independent,0,0,2.376,2.463,0,72,79,14,99,9,89,42,21,3,20,18,62,14,72,1,basic,"Welcome to the land of Etruria, often called Tyrrhenia!  The Tyrrhenians inhabit this land that stretches from Liguria to the north along the plains that extend to the Tiber river, and bordered by the Tyrrhenian Sea (Strabo 5.2).  They have come under the authority of Rome in recent years, but their civilization is older than Rome, and they have traded for Greek vessels for centuries!"
392,Wandering Rocks,38.132072,15.600586,0,22,Independent,0,0,0.972,0.34,70,88,97,56,8,5,1,40,3,11,55,16,63,33,1,0,basic,This is the Wandering Rocks!
395,Zone,40.848568,25.755818,0,30,Samothrace,1,2,5.875,1.818,47,30,48,68,8,9,45,12,10,3,84,0,30,42,90,1,basic,"Samothracean colony on the south-east coast of Thrace. It was an important commercial centre in this region and reached the height of its prosperity during the fifth and fourth centuries BCE (""Zone."" Livius.org). "
401,Anthemoeisian Lagoon,40.556332,14.235176,0,5,Independent,0,0,0.568,0.12,12,48,71,49,55,2,7,19,40,9,14,55,12,98,12,1,basic,"The Anthemoeisian Lagoon is estimated to be near Capreae island. Capreae is ""an island of the Bay of Naples off the Sorrentine Peninsula that has, since the time of the Roman Republic, been a popular seaside resort area (Pleiades)."""
402,Phasis River,42.149957,41.667432,0,37,Independent,0,0,1.265,0.654,0,99,99,70,1,8,4,26,37,10,28,7,91,10,90,1,basic,"Welcome to the port at the mouth of the Phasis river!  This is the legendary boundary of the Greek world!  It is said the ancestors of the Athenians expelled the Amazons past this point (Dem. 60 8). Strabo notes this is a great trading port for the people of Colchis with great produce and all the materials for shipbuilding produced here, but bitter honey!  Sources: Strabo 11.2.17 ""The country is fertile and its produce is good, except the honey, which has generally a bitter taste. It furnishes all materials for ship-building. It produces them in great plenty, and they are conveyed down by its rivers. It supplies flax, hemp, wax, and pitch, in great abundance. Its linen manufacture is celebrated, for it was exported to foreign parts; and those who wish to establish an affinity of race between the Colchians and the Aegyptians, advance this as a proof of it."""
403,Elba,42.761833,10.240833,0,40,Independent,0,0,2.647,0.722,18,49,58,54,1,4,45,37,48,14,31,20,99,99,27,1,basic,"You have found yourself at the island of Elba, also called Ilva and named Aithalia by the Greeks!  This is the third largest island in area of Italia. This island is often noted across the Mediterranean for iron mining, so stock up while you are here!  Sources: Stillwell, et al. Plin. HN (Mayhoff: PHI) 3.81.4"
419,Cyprus,34.86283,33.123779,0,34,Independent,0,0,0.601,0.375,4,65,30,17,5,8,4,99,15,99,50,5,54,2,55,1,basic,Welcome to the strategic island of Cyprus.  It is the third largest island in the Mediterranean Sea (Pleiades)!
441,Sardinia,39.944481,9.70269,0,55,Independent,0,0,2.439,1.213,49,93,70,1,2,7,99,44,24,40,47,13,69,14,60,1,basic,"Welcome to the coast of Sardinia, a lovely island rich in grain (BNP 201)."
490,Epidauros,37.633463,23.160156,0,70,Epidauros,7,50,1.249,1.947,21,52,98,59,7,0,5,48,44,0,62,6,42,86,5,1,basic,A bustling port with good wine for trade! Sources: Strab. 8.6; Hom. Il. 2.561.
498,Histiaia/Oreos,38.946604,23.090527,0,80,Histiaia/Oreos,2_9,50,7.295,23.309,46,38,15,26,5,3,6,5,30,1,49,12,7,45,43,1,basic,"Welcome to the port of Histiaia, a city in Euboea! In later antiquity this city will come to the name Oreos, according to Strabo (10.1.3). While you are here, buy some wine! Homer calls this land rich in vines (Iliad 2.517), and the lush vines produce wine both you and your customers will appreciate!"
504,Karthaia,37.560259,24.330211,0,30,Karthaia,11,50,4.584,1.273,53,23,87,28,2,6,6,8,9,6,1,16,2,60,3,1,basic,"This is the bustling port of Karthaia, on the island of Keos in the Cyclades!  You can shop here, and look for the fine fabric mentioned by Varro (Pliny N.H. 4.20.4). Karthaia is growing in power and overtaking nearby Poieessa (Strabo 10.5.6; Pseudo Scylax, Periplous 58). "
509,Kleitor,37.893544,22.123335,0,90,Kleitor,7_12,50,1.657,1.825,29,23,73,0,75,1,11,29,47,2,90,7,78,13,64,1,basic,"Welcome to the bustling port of Kleitor, in Arcadia of the Peloponnese. Pausanias says that the ""most celebrated sanctuaries of the Cleitorians are those of Demeter, Asclepius and, thirdly, Eileithyia"" and additionally outside of the city is a sanctuary to the Dioscuri, called the Great Gods, with bronze sculptures of them (Pausanias 8.21). Watch out for the famous fountain of Kleitor!  It is said whoever drinks from the fountain never again wants wine (Ov. Met. 15.322)! "
533,Massalia,43.296854,5.382499,0,77,Independent,0,0,5.29,10.721,94,11,30,40,3,0,4,99,99,14,95,11,26,51,56,1,basic,"Welcome to the Greek colony of Massalia, far northwest of Greece and even of Etruria!  Massalia was founded by Phocaean Greeks ca. 600 BC as a trading outpost (Pleiades).  Stock up before you try to make the long voyage home!"
538,Narthakion,38.924166,22.482216,0,60,Narthakion,13,100,3.434,0.818,76,44,68,21,0,2,8,12,31,11,80,20,31,50,63,1,basic,"Welcome to the port of Narthakion, in the region of Malis in Central Greece. A bustling Phthiotic port, you are welcome for commerce. Strabo says this area was subject to Achilles (Strabo 9.5.10)."
540,Nikomedia,40.765191,29.919887,80,6,Independent,0,5,0.083,0.033,2,0,86,63,7,0,10,3,7,3,20,8,85,55,15,1,basic,"Welcome to Nikomedia in Bithynia. Founded in the mid 3rd century BCE, Nikomedia was built on the site of an earlier colony. Nikomedia is one of the most important port cities in this part of Asia Minor (""Nicomedia."" Stillwell et al., 1976). "
544,Orthosia,34.510876,35.954768,0,48,Independent,0,0,5.327,1.84,95,99,15,97,0,7,9,15,36,4,99,17,87,52,27,1,basic,Welcome to Orthosia on the coast of ancient Syria!  Buy fine olive oil in our port!  Strabo notes that from here to the mouth of the Nile is three thousand nine hundred stadia (there are 5.4 stadia in a km).  Sources: Pleiades; BNP 201; 1 Maccabees 15:37; Strabo 14.5
546,Paphos,34.705326,32.579086,0,32,Independent,0,0,3.073,2.546,19,20,36,32,2,9,11,99,4,99,58,7,81,28,80,1,basic,"Paphos has been inhabited since the Neolithic period and is an important cult center of Aphrodite that is mentioned in the Odyssey (Pleiades, Homer)."
555,Pholegandros,36.616667,24.9,0,30,Anaphe,3,25,1.071,0.239,67,24,45,0,1,0,5,35,28,3,54,24,2,60,87,1,basic,"Strabo says that Aratus calls this the iron island, because of its rocks (Strabo 10.5). Sources:  Plin. HN (Mayhoff: PHI) 4.68.3, Strab. (Meineke: Perseus) 10.5.1"
563,Sidon,33.560328,35.37324,0,99,Independent,0,0,3.137,5.262,53,99,95,26,6,4,7,32,17,5,43,18,47,69,99,1,basic,"Welcome to the Phoenician metropolis of Sidon in ancient Syria!  This city is heavily influenced by Egypt, but has also been under Hellenistic control since the 4th century BCE.  It was conquered by Evagoras of Cyprus in the 4th century, and then by Alexander the Great! It has been an important shipyard and trading town with two ports!  Sources: Stillwell, et al."
412,Apis,31.39821,27.04213,0,52,Independent,0,0,2.319,5.053,83,18,82,64,0,4,3,44,41,0,32,23,95,80,26,1,basic,"Welcome to Apis, a city in Libya (Polybius Histories 31.26)!  This city is famous for the mysterious rites celebrated in worship of the god Apis!  "
362,Serbonian Lake,31.094808,33.203888,0,40,Independent,0,0,3.617,2.572,77,81,25,70,1,9,3,45,5,6,30,10,63,44,70,1,basic,"Trade with the people near this lake, but watch out for the dangerous boggy soil! Sources:  Hdt. 2.6; Diod. 1.30; Ptol. 4.5, Smith Dictionary of Greek and Roman Geography 1854"
568,Syracuse,37.073865,15.271887,0,86,Independent,0,0,0.336,0.074,86,91,60,70,55,8,9,41,23,65,40,0,67,21,16,1,basic,"Welcome to the Greek colony of Syracuse founded by Archias (Strabo 6.1).  In this tumultuous period a lot has happened here. ""In 275 B.C. Hieron II seized control of the city and ruled for 54 years. He was succeeded by his grandson Hieronimos, under whose rule the city became an ally of Carthage and fell to Rome (Stillwell, et al.)."""
497,Hierapytna,35.009529,25.738751,0,10,Independent,0,0,0.296,0.099,99,99,33,18,5,8,7,21,3,25,70,14,38,25,49,1,basic,"In the 3rd century BCE Hierapytna supported Macedonian policy and fought against Rhodes with the support of Macedon, attacking Kos and Kalymnos. The city then made a treaty with Rhodes, recently in 201-200 BCE, protecting them from Hierapytna's powerful fleet! Keep an eye out for pirates, it has been said that the fleet participates in piracy! (Stillwell, et al.) "
270,Lilybaeum,37.799084,12.434233,0,6,Independent,0,0,2.705,2.095,45,0,71,72,0,5,5,4,49,65,73,16,2,73,66,1,basic,This cape in western Sicily is so close to Lybia that it has been said that you can see the Cartheginian land from here (Strab. 7.4)!
551,Phalasarna,35.505997,23.575486,0,35,Independent,0,0,3.89,1.154,99,99,92,45,2,0,4,29,21,40,87,20,97,84,91,1,basic,"This westernmost city in Crete has a wonderful enclosed harbor, and acts at the port of Polyrrhenia 60 stades inland (Stillwell, et al.; [Scylax] 47; Dion. Call. 119ff)."
281,Melite,42.739751,17.556381,0,69,Independent,0,0,0.271,0.067,30,57,4,61,7,35,4,21,20,6,87,7,39,18,60,1,basic,"Pliny the Elder notes that a certain kind of small dog originated here, called Melitaei (3.30.2). Pseudo Scylax, Periplous mentioned it already as a good stopping point for water in the 4th century BCE (23)."
251,Issa,43.061568,16.184085,0,91,Independent,0,0,2.388,0.493,81,68,39,3,7,0,10,10,16,5,4,6,78,9,5,1,basic,"Originally settled by Illyrians, the island was colonized by Syracusan Greeks in the early 4th century BCE in attempt by Dionysios the Elder for power throughout the Adriatic. It is unfortunately a pawn in the the first Illyro-Roman war 229-219 BCE. The Hellenistic walls still inclose a city full of trade, however! Sources: Stillwell, et al. "
472,Brundisium,40.638663,17.942912,0,18,Delphi,6,80,4.542,2.524,77,35,17,64,55,1,0,24,8,1,28,10,37,48,73,1,basic,"A bustling port at the end of the Via Appia!  This new road leads all the way to Rome! Sources:  Hdt. 4.99, Hor. Serm. 1.5.104, Liv. per. 19.12, TP 6B1 (Talbert 1375)"
293,Nestian Shore,43.450526,16.655731,0,48,Independent,0,0,1.642,0.433,0,71,27,46,75,55,45,41,18,3,10,17,84,16,59,1,basic,"The Nestaioi make their home here at the mouth of the Nestos river (Pseudo Scylax, Periplous)."
336,Pityeia Adriatic,44.022842,15.151977,0,75,Independent,0,0,2.294,1.299,71,7,80,63,8,5,3,6,18,0,47,6,84,29,57,1,basic,"A bustling port in the Liburnian islands, welcome to commerce."
582,Velia,40.161692,15.156827,0,54,Independent,0,0,7.546,1.518,91,74,2,47,55,0,8,29,12,65,29,17,32,47,23,1,basic,"Velia, earlier known as Elea, was founded by Phokaians leaving Massalia, after fleeing the Persians. This city was home to the 4th century philosopher and statesman Parmenides, who gave the city its constitution. It is also home to the Eleatic school of philosophy!  Strabo says that the name Elea is derived from the river Elees (Strabo 6.1; Stillwell, et al.)."
476,Chersonesos Pontica,44.61127,33.492794,0,89,Independent,0,0,1.508,1.263,88,98,87,68,9,5,11,21,6,0,69,13,12,30,3,1,basic,"Welcome to the small town and harbor of Chersonesos, founded by colonists from Herakleia Pontica. There is a shrine and statue to a Virgin goddess worshipped here. The city is important for trade in this region (Strabo 7.4; Stillwell, et al.)."
430,Maeotis,45.18229,36.60644,0,71,Independent,0,0,0.236,0.048,6,31,79,23,2,9,6,19,14,5,92,5,18,2,99,1,basic,"Watch out for the people of the Maeotian Lake!  You are at the mouth of the Tanais River in Scythia. The people are great at fishing and farming, but also avid warriors against invaders. Sources: Strabo 7.1"
